"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","UGA","Uganda","Nwoya","4.7","4.6","4.6",0.3889,0.3911,0.3932,"Central"
"Africa","UGA","Uganda","Omoro","5.2","5.2","5.2",0.3855,0.3878,0.39,"Central"
"Africa","UGA","Uganda","Otuke","4.2","4.2","4.2",0.4127,0.4149,0.4171,"Central"
"Africa","UGA","Uganda","Oyam","0.7","0.7","0.7",0.3941,0.3963,0.3985,"Central"
"Africa","UGA","Uganda","Pader","5.2","5.2","5.2",0.387,0.3893,0.3915,"Central"
"Africa","UGA","Uganda","Pallisa","4.7","4.7","4.7",0.3898,0.3927,0.3957,"Central"
"Africa","UGA","Uganda","Rakai","3.7","3.7","3.7",0.4322,0.4367,0.4412,"Central"
"Africa","UGA","Uganda","Rubanda","3","2.8","2.7",0.4653,0.4852,0.5051,"Central"
"Africa","UGA","Uganda","Rubirizi","3","3","3",0.4398,0.4444,0.4491,"Central"
"Africa","UGA","Uganda","Rukungiri","3.4","3.4","3.3",0.4283,0.4329,0.4376,"Central"
"Africa","UGA","Uganda","Serere","4.6","4.6","4.5",0.3916,0.3947,0.3978,"Central"
"Africa","UGA","Uganda","Sheema","3.1","3","3",0.4403,0.445,0.4498,"Central"
"Africa","UGA","Uganda","Sironko","4","4","3.9",0.418,0.4214,0.4249,"Central"
"Africa","UGA","Uganda","Soroti","5","4.9","4.9",0.3881,0.391,0.3939,"Central"
"Africa","UGA","Uganda","Ssembabule","3.4","3.4","3.3",0.4274,0.4312,0.4349,"Central"
"Africa","UGA","Uganda","Tororo","5.7","5.7","5.6",0.3856,0.3885,0.3915,"Central"
"Africa","UGA","Uganda","Wakiso","3.3","3.2","3.2",0.4335,0.4382,0.4429,"Central"
"Africa","UGA","Uganda","Yumbe","4.2","4.2","4.1",0.421,0.4247,0.4285,"Central"
"Africa","UGA","Uganda","Zombo","4.5","4.4","4.4",0.4048,0.4077,0.4106,"Central"
"Africa","ZAF","South Africa","Gauteng","35.9","33.6","31.6",0.1789,0.1913,0.2036,"Central"
"Africa","ZAF","South Africa","KwaZulu-Natal","26.2","25.2","24.2",0.1776,0.1899,0.2021,"Central"
"Africa","ZAF","South Africa","Limpopo","23.1","22.2","21.3",0.178,0.1903,0.2026,"Central"
"Africa","ZAF","South Africa","Mpumalanga","23.1","22.2","21.3",0.1779,0.1901,0.2024,"Central"
"Africa","ZAF","South Africa","North West","36","33.7","31.6",0.1771,0.1894,0.2017,"Central"
"Africa","ZMB","Zambia","Central","4.6","4.5","4.5",0.476,0.4808,0.4855,"Central"
"Africa","ZMB","Zambia","Copperbelt","5.5","5.5","5.4",0.4425,0.4465,0.4504,"Central"
"Africa","ZMB","Zambia","Eastern","3.6","3.6","3.6",0.5171,0.5224,0.5276,"Central"
"Africa","ZMB","Zambia","Luapula","6","5.9","5.9",0.413,0.4162,0.4195,"Central"
"Africa","ZMB","Zambia","Lusaka","5.3","5.3","5.2",0.4619,0.4691,0.4762,"Central"
"Africa","ZMB","Zambia","Muchinga","4","4","4",0.4835,0.4881,0.4928,"Central"
"Africa","ZMB","Zambia","North-Western","3.9","3.9","3.9",0.4689,0.4721,0.4752,"Central"
"Africa","ZMB","Zambia","Northern","5.5","5.4","5.4",0.4221,0.426,0.4298,"Central"
"Africa","ZMB","Zambia","Southern","5","4.9","4.8",0.4611,0.4688,0.4766,"Central"
"Africa","ZMB","Zambia","Western","5.8","5.7","5.7",0.4359,0.4398,0.4437,"Central"
"Africa","ZWE","Zimbabwe","Bulawayo","20.7","20","19.3",0.1734,0.1794,0.1854,"Central"
"Africa","ZWE","Zimbabwe","Harare","31.1","29.9","28.7",0.1246,0.1299,0.1351,"Central"
"Africa","ZWE","Zimbabwe","Manicaland","25.5","24.8","24.1",0.1423,0.1465,0.1506,"Central"
"Africa","ZWE","Zimbabwe","Mashonaland Central","23.5","22.8","22.1",0.1597,0.1647,0.1697,"Central"
"Africa","ZWE","Zimbabwe","Mashonaland East","29.7","28.9","28.2",0.1251,0.1298,0.1344,"Central"
"Africa","ZWE","Zimbabwe","Mashonaland West","29.3","28.4","27.5",0.1143,0.1191,0.124,"Central"
"Africa","ZWE","Zimbabwe","Masvingo","28.5","27.5","26.6",0.127,0.1316,0.1363,"Central"
"Africa","ZWE","Zimbabwe","Matabeleland North","21.4","20.8","20.2",0.1634,0.1685,0.1735,"Central"
"Africa","ZWE","Zimbabwe","Matabeleland South","19.8","19.2","18.6",0.1691,0.1747,0.1802,"Central"
"Africa","ZWE","Zimbabwe","Midlands","25.3","24.4","23.6",0.1447,0.15,0.1552,"Central"
