"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","MWI","Malawi","Northern Region","6.1","6","6",0.338,0.341,0.344,"Optimistic"
"Africa","MWI","Malawi","Southern Region","10","9.9","9.9",0.2614,0.2633,0.2652,"Optimistic"
"Africa","NAM","Namibia","Erongo","18.2","17.3","16.4",0.2963,0.3128,0.3293,"Optimistic"
"Africa","NAM","Namibia","Kavango","21.3","20.6","19.9",0.2539,0.2627,0.2714,"Optimistic"
"Africa","NAM","Namibia","Khomas","24.1","22.8","21.6",0.2325,0.246,0.2595,"Optimistic"
"Africa","NAM","Namibia","Kunene","22.9","22.1","21.3",0.2299,0.2384,0.2469,"Optimistic"
"Africa","NAM","Namibia","Ohangwena","19.5","18.8","18.2",0.2687,0.2785,0.2883,"Optimistic"
"Africa","NAM","Namibia","Omaheke","20.4","19.7","19",0.2437,0.2525,0.2612,"Optimistic"
"Africa","NAM","Namibia","Omusati","16.4","15.9","15.4",0.3154,0.3259,0.3365,"Optimistic"
"Africa","NAM","Namibia","Oshana","16.6","16.1","15.5",0.3124,0.3234,0.3344,"Optimistic"
"Africa","NAM","Namibia","Oshikoto","21.4","20.7","20",0.2476,0.2565,0.2654,"Optimistic"
"Africa","NAM","Namibia","Otjozondjupa","23.4","22.6","21.9",0.231,0.2387,0.2464,"Optimistic"
"Africa","NAM","Namibia","Zambezi","17.6","17.2","16.9",0.2679,0.276,0.2841,"Optimistic"
"Africa","NER","Niger","Agadez","22.1","21.9","21.7",0.1327,0.1339,0.1352,"Optimistic"
"Africa","NER","Niger","Diffa","24.9","24.7","24.6",0.1557,0.1566,0.1575,"Optimistic"
"Africa","NER","Niger","Dosso","27.8","27.6","27.5",0.1386,0.1393,0.14,"Optimistic"
"Africa","NER","Niger","Maradi","22.6","22.4","22.3",0.1688,0.1697,0.1707,"Optimistic"
"Africa","NER","Niger","Niamey","23.9","23.8","23.7",0.1557,0.1566,0.1575,"Optimistic"
"Africa","NER","Niger","Tahoua","25.1","25","24.9",0.1524,0.1531,0.1539,"Optimistic"
"Africa","NER","Niger","Tillabery","31.5","31.3","31.1",0.1214,0.122,0.1227,"Optimistic"
"Africa","NER","Niger","Zinder","26","25.9","25.7",0.1543,0.1552,0.1561,"Optimistic"
"Africa","NGA","Nigeria","Abia","11.8","11.7","11.6",0.2963,0.2984,0.3005,"Optimistic"
"Africa","NGA","Nigeria","Abuja","14.1","14","14",0.2744,0.2761,0.2778,"Optimistic"
"Africa","NGA","Nigeria","Adamawa","17.7","17.6","17.5",0.2321,0.2336,0.2351,"Optimistic"
"Africa","NGA","Nigeria","Akwa Ibom","20.4","20.2","20.1",0.1942,0.1955,0.1967,"Optimistic"
"Africa","NGA","Nigeria","Anambra","10.9","10.8","10.8",0.3101,0.3124,0.3146,"Optimistic"
"Africa","NGA","Nigeria","Bauchi","19.8","19.7","19.6",0.2311,0.2325,0.2338,"Optimistic"
"Africa","NGA","Nigeria","Bayelsa","17.1","17","16.9",0.2196,0.2209,0.2223,"Optimistic"
"Africa","NGA","Nigeria","Benue","13.5","13.4","13.3",0.2767,0.2784,0.2801,"Optimistic"
"Africa","NGA","Nigeria","Borno","19.8","19.7","19.5",0.2328,0.2345,0.2362,"Optimistic"
"Africa","NGA","Nigeria","Cross River","18.1","17.9","17.8",0.219,0.2204,0.2217,"Optimistic"
"Africa","NGA","Nigeria","Delta","17.7","17.6","17.4",0.2205,0.2219,0.2234,"Optimistic"
"Africa","NGA","Nigeria","Ebonyi","12.2","12.1","12",0.2916,0.2937,0.2958,"Optimistic"
"Africa","NGA","Nigeria","Edo","18.1","18","17.9",0.2199,0.2212,0.2226,"Optimistic"
"Africa","NGA","Nigeria","Ekiti","19.7","19.5","19.4",0.2009,0.2022,0.2035,"Optimistic"
"Africa","NGA","Nigeria","Enugu","11.4","11.3","11.2",0.3038,0.3061,0.3083,"Optimistic"
"Africa","NGA","Nigeria","Gombe","19.6","19.5","19.4",0.2304,0.2318,0.2332,"Optimistic"
"Africa","NGA","Nigeria","Imo","11.6","11.5","11.4",0.2995,0.3017,0.3039,"Optimistic"
"Africa","NGA","Nigeria","Jigawa","17.1","17","16.9",0.2696,0.2713,0.2729,"Optimistic"
"Africa","NGA","Nigeria","Kaduna","15.4","15.3","15.3",0.2689,0.2705,0.2721,"Optimistic"
"Africa","NGA","Nigeria","Kano","16.5","16.4","16.3",0.2716,0.2733,0.275,"Optimistic"
"Africa","NGA","Nigeria","Katsina","16","15.9","15.8",0.2762,0.2781,0.28,"Optimistic"
"Africa","NGA","Nigeria","Kebbi","15.7","15.6","15.5",0.2708,0.2725,0.2741,"Optimistic"
"Africa","NGA","Nigeria","Kogi","14.1","14","13.9",0.2705,0.2721,0.2738,"Optimistic"
"Africa","NGA","Nigeria","Kwara","14.1","14","13.9",0.2722,0.2739,0.2755,"Optimistic"
"Africa","NGA","Nigeria","Lagos","15.7","15.6","15.4",0.2478,0.2499,0.252,"Optimistic"
"Africa","NGA","Nigeria","Nassarawa","14.3","14.3","14.2",0.2756,0.2773,0.279,"Optimistic"
"Africa","NGA","Nigeria","Niger","14.2","14.1","14",0.2819,0.2837,0.2855,"Optimistic"
"Africa","NGA","Nigeria","Ogun","15.6","15.5","15.4",0.2428,0.2443,0.2458,"Optimistic"
"Africa","NGA","Nigeria","Ondo","16.2","16.1","16",0.2392,0.2406,0.242,"Optimistic"
"Africa","NGA","Nigeria","Osun","16.2","16.1","16",0.2398,0.2413,0.2427,"Optimistic"
"Africa","NGA","Nigeria","Oyo","16.1","16","15.9",0.2401,0.2416,0.243,"Optimistic"
"Africa","NGA","Nigeria","Plateau","14.5","14.4","14.3",0.2741,0.2758,0.2774,"Optimistic"
"Africa","NGA","Nigeria","Rivers","17.2","17.1","17",0.2202,0.2216,0.223,"Optimistic"
"Africa","NGA","Nigeria","Sokoto","15.8","15.6","15.5",0.2763,0.2783,0.2802,"Optimistic"
"Africa","NGA","Nigeria","Taraba","17.7","17.6","17.4",0.2319,0.2333,0.2348,"Optimistic"
"Africa","NGA","Nigeria","Yobe","20.1","19.9","19.8",0.2327,0.2344,0.2361,"Optimistic"
"Africa","NGA","Nigeria","Zamfara","15.7","15.6","15.5",0.2696,0.2713,0.2729,"Optimistic"
"Africa","RWA","Rwanda","Eastern Province","0","0","0",0.2251,0.2315,0.238,"Optimistic"
"Africa","RWA","Rwanda","Kigali City","0","0","0",0.2492,0.2559,0.2625,"Optimistic"
"Africa","RWA","Rwanda","Northern Province","11.9","11.5","11.1",0.2094,0.2177,0.2259,"Optimistic"
"Africa","RWA","Rwanda","Southern Province","3.6","3.5","3.5",0.2231,0.2292,0.2353,"Optimistic"
"Africa","RWA","Rwanda","Western Province","8.1","7.9","7.7",0.2357,0.2422,0.2486,"Optimistic"
"Africa","SDN","Sudan","Abyei PCA Area","10.4","10.3","10.2",0.2435,0.2461,0.2487,"Optimistic"
"Africa","SDN","Sudan","Blue Nile","11.6","11.4","11.3",0.2566,0.259,0.2614,"Optimistic"
"Africa","SDN","Sudan","Central Darfur","11.8","11.7","11.6",0.2454,0.2482,0.2511,"Optimistic"
"Africa","SDN","Sudan","East Darfur","8.8","8.7","8.6",0.2594,0.2622,0.2649,"Optimistic"
"Africa","SDN","Sudan","El Gazira","15.7","15.5","15.2",0.2426,0.2461,0.2496,"Optimistic"
"Africa","SDN","Sudan","Gedaref","8.1","8","7.8",0.2495,0.253,0.2565,"Optimistic"
"Africa","SDN","Sudan","Kassala","11.4","11.2","11.1",0.2587,0.2622,0.2656,"Optimistic"
"Africa","SDN","Sudan","Khartoum","13.9","13.7","13.4",0.2819,0.2865,0.2911,"Optimistic"
"Africa","SDN","Sudan","North Darfur","10","9.8","9.7",0.2574,0.261,0.2647,"Optimistic"
"Africa","SDN","Sudan","North Kordofan","10.4","10.2","10.1",0.2567,0.2604,0.2641,"Optimistic"
"Africa","SDN","Sudan","Northern","7.4","7.3","7.1",0.2866,0.2936,0.3005,"Optimistic"
"Africa","SDN","Sudan","Red Sea","8.9","8.8","8.6",0.2591,0.2641,0.269,"Optimistic"
"Africa","SDN","Sudan","River Nile","10.8","10.6","10.4",0.2696,0.2749,0.2803,"Optimistic"
"Africa","SDN","Sudan","Sennar","12.7","12.6","12.4",0.2561,0.2591,0.262,"Optimistic"
"Africa","SDN","Sudan","South Darfur","10.7","10.6","10.5",0.256,0.2589,0.2617,"Optimistic"
"Africa","SDN","Sudan","South Kordofan","8.2","8.1","8",0.2801,0.2832,0.2862,"Optimistic"
"Africa","SDN","Sudan","West Darfur","15.6","15.4","15.2",0.2381,0.2408,0.2435,"Optimistic"
"Africa","SDN","Sudan","West Kordofan","10","9.9","9.7",0.2634,0.2668,0.2703,"Optimistic"
"Africa","SDN","Sudan","White Nile","13.9","13.7","13.5",0.2561,0.2597,0.2632,"Optimistic"
"Africa","SEN","Senegal","Dakar","39.4","38.4","37.4",0.1357,0.1393,0.1429,"Optimistic"
"Africa","SEN","Senegal","Diourbel","40+","40+","40+",0.1241,0.1275,0.1309,"Optimistic"
"Africa","SEN","Senegal","Fatick","40+","40+","40+",0.1241,0.1278,0.1315,"Optimistic"
"Africa","SEN","Senegal","Kaffrine",NA,"39.1","38.3",0.1238,0.1268,0.1298,"Optimistic"
"Africa","SEN","Senegal","Kaolack",NA,"40","38.8",0.124,0.1277,0.1314,"Optimistic"
"Africa","SEN","Senegal","Kedougou","40+","40+","40+",0.1059,0.1076,0.1093,"Optimistic"
"Africa","SEN","Senegal","Kolda","40+","40+","40+",0.1068,0.1095,0.1122,"Optimistic"
"Africa","SEN","Senegal","Louga","40+","40+","40+",0.0821,0.0844,0.0867,"Optimistic"
"Africa","SEN","Senegal","Matam","40+","40+","40+",0.0815,0.0838,0.086,"Optimistic"
"Africa","SEN","Senegal","Saint-Louis","40+","40+","40+",0.0824,0.085,0.0876,"Optimistic"
"Africa","SEN","Senegal","Sedhiou","40+","40+","40+",0.1072,0.1101,0.113,"Optimistic"
"Africa","SEN","Senegal","Tambacounda","40+","40+","40+",0.1065,0.1099,0.1134,"Optimistic"
"Africa","SEN","Senegal","Thies","38.7","37.6","36.6",0.1352,0.1392,0.1432,"Optimistic"
"Africa","SEN","Senegal","Ziguinchor","40+","40+","40+",0.1075,0.1102,0.113,"Optimistic"
"Africa","SLE","Sierra Leone","Eastern","8.9","8.9","8.8",0.2674,0.2687,0.2701,"Optimistic"
"Africa","SLE","Sierra Leone","Northern","10.5","10.5","10.4",0.2636,0.2649,0.2663,"Optimistic"
"Africa","SLE","Sierra Leone","Southern","9.3","9.2","9.2",0.2814,0.2828,0.2842,"Optimistic"
"Africa","SLE","Sierra Leone","Western Area","7.9","7.9","7.8",0.324,0.3265,0.3291,"Optimistic"
"Africa","SOM","Somalia","Awdal","38.2","37.1","36",0.0749,0.0771,0.0793,"Optimistic"
"Africa","SOM","Somalia","Bakool","40+","40+","40+",0.0746,0.0758,0.0771,"Optimistic"
"Africa","SOM","Somalia","Banadir","40+","40+","40+",0.0756,0.0776,0.0796,"Optimistic"
"Africa","SOM","Somalia","Bari","38.8","37.8","36.8",0.0764,0.0785,0.0806,"Optimistic"
"Africa","SOM","Somalia","Bay","40+","40+","40+",0.0739,0.0751,0.0762,"Optimistic"
"Africa","SOM","Somalia","Galgaduud","34.6","33.4","32.3",0.078,0.0807,0.0834,"Optimistic"
"Africa","SOM","Somalia","Gedo","40+","40+","40+",0.0738,0.075,0.0761,"Optimistic"
"Africa","SOM","Somalia","Hiraan","40+","40+","40+",0.0755,0.0775,0.0794,"Optimistic"
"Africa","SOM","Somalia","Juba Dhexe","40+","40+","40+",0.0733,0.0745,0.0757,"Optimistic"
"Africa","SOM","Somalia","Juba Hoose","38.6","37.8","36.9",0.0752,0.077,0.0788,"Optimistic"
"Africa","SOM","Somalia","Mudug",NA,"39.8","38.5",0.0776,0.0803,0.083,"Optimistic"
"Africa","SOM","Somalia","Nugaal","40+","40+","40+",0.0761,0.0783,0.0804,"Optimistic"
"Africa","SOM","Somalia","Sanaag","36.2","35","33.9",0.077,0.0797,0.0823,"Optimistic"
"Africa","SOM","Somalia","Shabelle Dhexe",NA,"39.2","38.2",0.075,0.0769,0.0788,"Optimistic"
"Africa","SOM","Somalia","Shabelle Hoose","40+","40+","40+",0.0745,0.0759,0.0773,"Optimistic"
"Africa","SOM","Somalia","Sool","40+","40+","40+",0.0771,0.0796,0.0822,"Optimistic"
"Africa","SOM","Somalia","Togdheer",NA,"39.5","38.4",0.0774,0.0797,0.082,"Optimistic"
"Africa","SOM","Somalia","Woqooyi Galbeed","37.5","36.3","35.2",0.0773,0.0799,0.0824,"Optimistic"
"Africa","SSD","South Sudan","Central Equatoria","32.6","32.4","32.3",0.0975,0.0981,0.0987,"Optimistic"
"Africa","SSD","South Sudan","Eastern Equatoria","20.5","20.4","20.3",0.1359,0.1366,0.1374,"Optimistic"
"Africa","SSD","South Sudan","El Buheyrat","31.3","31.1","30.9",0.1373,0.138,0.1387,"Optimistic"
"Africa","SSD","South Sudan","Jonglei","30.9","30.7","30.5",0.1275,0.1282,0.129,"Optimistic"
"Africa","SSD","South Sudan","Northern Bahr El Ghazal","31.6","31.4","31.2",0.1369,0.1377,0.1384,"Optimistic"
"Africa","SSD","South Sudan","Unity","30.9","30.7","30.4",0.1348,0.1356,0.1363,"Optimistic"
"Africa","SSD","South Sudan","Upper Nile","31.5","31.3","30.9",0.1304,0.1315,0.1326,"Optimistic"
"Africa","SSD","South Sudan","Warab","33.5","33.3","33.1",0.1341,0.1349,0.1356,"Optimistic"
"Africa","SSD","South Sudan","Western Bahr El Ghazal","30.9","30.8","30.6",0.1363,0.137,0.1377,"Optimistic"
"Africa","SSD","South Sudan","Western Equatoria","40+","40+","40+",0.0988,0.0992,0.0997,"Optimistic"
"Africa","SWZ","Swaziland","Hhohho","38","34.8","32.1",0.1397,0.1524,0.1651,"Optimistic"
"Africa","SWZ","Swaziland","Lubombo","28.6","27.3","26.2",0.1543,0.1671,0.1799,"Optimistic"
"Africa","SWZ","Swaziland","Shiselweni",NA,"39.1","35.8",0.1236,0.136,0.1484,"Optimistic"
"Africa","TCD","Chad","Barh el Ghazel","40+","40+","40+",0.1033,0.1041,0.1048,"Optimistic"
"Africa","TCD","Chad","Batha","40+","40+","40+",0.0697,0.0708,0.0719,"Optimistic"
"Africa","TCD","Chad","Borkou","14.1","13.5","12.8",0.1373,0.1443,0.1512,"Optimistic"
"Africa","TCD","Chad","Chari-Baguirmi","40+","40+","40+",0.1047,0.1059,0.1071,"Optimistic"
"Africa","TCD","Chad","Ennedi Est","18.2","17.9","17.5",0.1587,0.1618,0.165,"Optimistic"
"Africa","TCD","Chad","Ennedi Ouest","17.3","16.9","16.4",0.1585,0.1627,0.1669,"Optimistic"
"Africa","TCD","Chad","Guera","24","23.8","23.6",0.168,0.1693,0.1706,"Optimistic"
"Africa","TCD","Chad","Hadjer-Lamis","40+","40+","40+",0.1126,0.1135,0.1144,"Optimistic"
"Africa","TCD","Chad","Kanem","40+","40+","40+",0.1045,0.1058,0.107,"Optimistic"
"Africa","TCD","Chad","Lac","40+","40+","40+",0.0868,0.0876,0.0885,"Optimistic"
"Africa","TCD","Chad","Logone Occidental","29.8","29.6","29.4",0.1431,0.1442,0.1454,"Optimistic"
"Africa","TCD","Chad","Logone Oriental","40+","40+","40+",0.1083,0.1091,0.1098,"Optimistic"
"Africa","TCD","Chad","Mandoul","30.1","29.9","29.7",0.14,0.1409,0.1419,"Optimistic"
"Africa","TCD","Chad","Mayo-Kebbi Est","33.5","33.1","32.8",0.1309,0.1322,0.1335,"Optimistic"
"Africa","TCD","Chad","Mayo-Kebbi Ouest","35.6","35.4","35.2",0.1248,0.1256,0.1263,"Optimistic"
"Africa","TCD","Chad","Moyen-Chari","33.8","33.6","33.4",0.1248,0.1256,0.1263,"Optimistic"
"Africa","TCD","Chad","Ouaddai","40+","40+","40+",0.1049,0.1058,0.1067,"Optimistic"
"Africa","TCD","Chad","Salamat","27.6","27.4","27.2",0.1429,0.1438,0.1448,"Optimistic"
"Africa","TCD","Chad","Sila","40+","40+","40+",0.0981,0.0989,0.0998,"Optimistic"
"Africa","TCD","Chad","Tandjile","31.5","31.3","31.1",0.1357,0.1366,0.1376,"Optimistic"
"Africa","TCD","Chad","Tibesti","14.1","13","12.1",0.1424,0.1541,0.1659,"Optimistic"
"Africa","TCD","Chad","Ville de N'Djamena","40+","40+","40+",0.1102,0.1114,0.1127,"Optimistic"
"Africa","TCD","Chad","Wadi Fira","28.7","28.3","27.9",0.1565,0.1587,0.1608,"Optimistic"
"Africa","TGO","Togo","Centrale","10.5","10.4","10.3",0.2532,0.2549,0.2566,"Optimistic"
"Africa","TGO","Togo","Kara","11","10.9","10.8",0.2519,0.2537,0.2556,"Optimistic"
"Africa","TGO","Togo","Maritime","16.8","16.6","16.5",0.1774,0.179,0.1807,"Optimistic"
"Africa","TGO","Togo","Plateaux","12.1","12","12",0.2219,0.2233,0.2248,"Optimistic"
"Africa","TGO","Togo","Savanes","11.8","11.7","11.6",0.249,0.251,0.253,"Optimistic"
"Africa","TZA","Tanzania","Arusha","4.9","4.9","4.8",0.4137,0.418,0.4222,"Optimistic"
"Africa","TZA","Tanzania","Dar-es-salaam","4.5","4.5","4.5",0.4228,0.4262,0.4295,"Optimistic"
"Africa","TZA","Tanzania","Dodoma","6.2","6.1","6",0.3874,0.3912,0.395,"Optimistic"
"Africa","TZA","Tanzania","Geita","5.1","5.1","5",0.4041,0.4078,0.4116,"Optimistic"
"Africa","TZA","Tanzania","Iringa","4.6","4.5","4.5",0.4454,0.4493,0.4533,"Optimistic"
"Africa","TZA","Tanzania","Kagera","5.3","5.2","5.1",0.4114,0.4165,0.4216,"Optimistic"
"Africa","TZA","Tanzania","Kaskazini Pemba","4.2","4.1","4.1",0.448,0.4528,0.4576,"Optimistic"
"Africa","TZA","Tanzania","Kaskazini Unguja","4","4","3.9",0.4473,0.4514,0.4554,"Optimistic"
"Africa","TZA","Tanzania","Katavi","4","4","4",0.4371,0.4404,0.4437,"Optimistic"
"Africa","TZA","Tanzania","Kigoma","7.6","7.5","7.5",0.3904,0.3935,0.3966,"Optimistic"
"Africa","TZA","Tanzania","Kilimanjaro","4.7","4.7","4.6",0.416,0.4208,0.4255,"Optimistic"
"Africa","TZA","Tanzania","Kusini Pemba","4.3","4.2","4.2",0.4475,0.4521,0.4566,"Optimistic"
"Africa","TZA","Tanzania","Kusini Unguja","5.4","5.4","5.3",0.4467,0.4508,0.4548,"Optimistic"
"Africa","TZA","Tanzania","Lindi","4.5","4.4","4.4",0.4374,0.4411,0.4448,"Optimistic"
"Africa","TZA","Tanzania","Manyara","5.5","5.4","5.3",0.3892,0.3939,0.3986,"Optimistic"
"Africa","TZA","Tanzania","Mara","4.2","4.1","4.1",0.4072,0.4119,0.4167,"Optimistic"
"Africa","TZA","Tanzania","Mbeya","4.7","4.7","4.7",0.4449,0.4483,0.4517,"Optimistic"
"Africa","TZA","Tanzania","Mjini Magharibi","4","3.9","3.9",0.4432,0.4471,0.4511,"Optimistic"
"Africa","TZA","Tanzania","Morogoro","6.1","6","6",0.4252,0.4289,0.4327,"Optimistic"
"Africa","TZA","Tanzania","Mtwara","6.3","6.3","6.2",0.4301,0.4335,0.4368,"Optimistic"
"Africa","TZA","Tanzania","Mwanza","5.7","5.7","5.6",0.4022,0.4059,0.4095,"Optimistic"
"Africa","TZA","Tanzania","Njombe","4.8","4.7","4.7",0.4412,0.4451,0.4489,"Optimistic"
"Africa","TZA","Tanzania","Pwani","7.9","7.9","7.8",0.4246,0.4283,0.432,"Optimistic"
"Africa","TZA","Tanzania","Rukwa","4.3","4.2","4.2",0.45,0.4538,0.4576,"Optimistic"
"Africa","TZA","Tanzania","Ruvuma","6","6","5.9",0.4398,0.4435,0.4473,"Optimistic"
"Africa","TZA","Tanzania","Shinyanga","5.1","5","5",0.4023,0.4059,0.4096,"Optimistic"
"Africa","TZA","Tanzania","Simiyu","4.8","4.7","4.7",0.4056,0.41,0.4145,"Optimistic"
"Africa","TZA","Tanzania","Singida","6.2","6.1","6.1",0.3873,0.3912,0.395,"Optimistic"
"Africa","TZA","Tanzania","Tabora","5.6","5.5","5.5",0.3918,0.3949,0.398,"Optimistic"
"Africa","TZA","Tanzania","Tanga","6.2","6.1","6.1",0.4045,0.4077,0.4109,"Optimistic"
"Africa","UGA","Uganda","Abim","7","6.9","6.9",0.3006,0.302,0.3034,"Optimistic"
"Africa","UGA","Uganda","Adjumani","4.4","4.4","4.3",0.3949,0.3976,0.4002,"Optimistic"
"Africa","UGA","Uganda","Agago","0","0","0",0.2939,0.2953,0.2967,"Optimistic"
"Africa","UGA","Uganda","Alebtong","4.5","4.5","4.5",0.3623,0.3644,0.3665,"Optimistic"
"Africa","UGA","Uganda","Amolatar","4.9","4.9","4.9",0.3973,0.3997,0.402,"Optimistic"
"Africa","UGA","Uganda","Amudat","4.8","4.7","4.7",0.3673,0.3696,0.3718,"Optimistic"
"Africa","UGA","Uganda","Amuria","6.7","6.7","6.6",0.3032,0.3046,0.306,"Optimistic"
"Africa","UGA","Uganda","Amuru","5.7","5.6","5.6",0.334,0.3361,0.3382,"Optimistic"
"Africa","UGA","Uganda","Apac","6.4","6.4","6.4",0.3396,0.3411,0.3425,"Optimistic"
"Africa","UGA","Uganda","Arua","4.9","4.9","4.8",0.3879,0.3906,0.3933,"Optimistic"
"Africa","UGA","Uganda","Budaka","5","4.9","4.9",0.3657,0.3679,0.3701,"Optimistic"
"Africa","UGA","Uganda","Bududa","4.2","4.2","4.2",0.3829,0.3856,0.3882,"Optimistic"
"Africa","UGA","Uganda","Bugiri","5.2","5.2","5.1",0.3391,0.3412,0.3432,"Optimistic"
"Africa","UGA","Uganda","Buhweju","3","2.9","2.9",0.4202,0.4235,0.4269,"Optimistic"
"Africa","UGA","Uganda","Buikwe","3","3","3",0.4155,0.4183,0.4211,"Optimistic"
"Africa","UGA","Uganda","Bukedea","5.2","5.2","5.2",0.3624,0.3645,0.3667,"Optimistic"
"Africa","UGA","Uganda","Bukomansimbi","3.6","3.6","3.6",0.4128,0.4161,0.4193,"Optimistic"
"Africa","UGA","Uganda","Bukwo","3.9","3.9","3.8",0.4001,0.4033,0.4066,"Optimistic"
"Africa","UGA","Uganda","Bulambuli","4.3","4.3","4.3",0.3905,0.393,0.3955,"Optimistic"
"Africa","UGA","Uganda","Buliisa","4.4","4.3","4.3",0.3797,0.3821,0.3844,"Optimistic"
"Africa","UGA","Uganda","Bundibugyo","4.1","4","4",0.3687,0.3713,0.3739,"Optimistic"
"Africa","UGA","Uganda","Bushenyi","3.3","3.2","3.2",0.4124,0.4156,0.4187,"Optimistic"
"Africa","UGA","Uganda","Busia","7.4","7.4","7.4",0.315,0.317,0.319,"Optimistic"
"Africa","UGA","Uganda","Butaleja","4.9","4.9","4.9",0.3678,0.37,0.3722,"Optimistic"
"Africa","UGA","Uganda","Butambala","3.3","3.3","3.3",0.4167,0.4201,0.4234,"Optimistic"
"Africa","UGA","Uganda","Buvuma","3.5","3.5","3.5",0.3927,0.395,0.3974,"Optimistic"
"Africa","UGA","Uganda","Buyende","4.3","4.3","4.3",0.385,0.3874,0.3897,"Optimistic"
"Africa","UGA","Uganda","Dokolo","4.2","4.2","4.2",0.3772,0.3794,0.3816,"Optimistic"
"Africa","UGA","Uganda","Gomba","3.5","3.4","3.4",0.4107,0.414,0.4172,"Optimistic"
"Africa","UGA","Uganda","Gulu","1.9","1.9","1.9",0.3232,0.3252,0.3272,"Optimistic"
"Africa","UGA","Uganda","Hoima","3.8","3.8","3.8",0.3751,0.3775,0.3798,"Optimistic"
"Africa","UGA","Uganda","Ibanda","3.3","3.3","3.3",0.4153,0.4185,0.4217,"Optimistic"
"Africa","UGA","Uganda","Iganga","5.1","5","5",0.3404,0.3425,0.3446,"Optimistic"
"Africa","UGA","Uganda","Isingiro","3.4","3.4","3.4",0.428,0.4317,0.4354,"Optimistic"
"Africa","UGA","Uganda","Jinja","6.6","6.6","6.6",0.4018,0.4042,0.4066,"Optimistic"
"Africa","UGA","Uganda","Kaabong","2.2","2.2","2.2",0.3277,0.3296,0.3315,"Optimistic"
"Africa","UGA","Uganda","Kabale","2.9","2.8","2.8",0.4324,0.4442,0.456,"Optimistic"
"Africa","UGA","Uganda","Kabarole","4.4","4.3","4.3",0.3779,0.3805,0.383,"Optimistic"
"Africa","UGA","Uganda","Kaberamaido","5.2","5.2","5.2",0.3563,0.3584,0.3606,"Optimistic"
"Africa","UGA","Uganda","Kagadi","4.1","4.1","4.1",0.3843,0.3869,0.3896,"Optimistic"
"Africa","UGA","Uganda","Kakumiro","4.2","4.2","4.2",0.373,0.3754,0.3778,"Optimistic"
"Africa","UGA","Uganda","Kaliro","4.4","4.4","4.3",0.3849,0.3872,0.3895,"Optimistic"
"Africa","UGA","Uganda","Kalungu","3.6","3.5","3.5",0.4157,0.419,0.4223,"Optimistic"
"Africa","UGA","Uganda","Kampala","3.8","3.8","3.8",0.396,0.3992,0.4024,"Optimistic"
"Africa","UGA","Uganda","Kamuli","4.5","4.5","4.4",0.3819,0.3842,0.3865,"Optimistic"
"Africa","UGA","Uganda","Kamwenge","4.4","4.3","4.3",0.3792,0.3818,0.3844,"Optimistic"
"Africa","UGA","Uganda","Kanungu","4.8","4.8","4.8",0.4179,0.4211,0.4243,"Optimistic"
"Africa","UGA","Uganda","Kapchorwa","4.7","4.6","4.6",0.3937,0.3963,0.3989,"Optimistic"
"Africa","UGA","Uganda","Kasese","4.4","4.4","4.4",0.3719,0.3746,0.3773,"Optimistic"
"Africa","UGA","Uganda","Katakwi","1.8","1.8","1.8",0.284,0.2853,0.2866,"Optimistic"
"Africa","UGA","Uganda","Kayunga","3.6","3.6","3.6",0.3884,0.3908,0.3932,"Optimistic"
"Africa","UGA","Uganda","Kibaale","4","4","4",0.3826,0.3852,0.3878,"Optimistic"
"Africa","UGA","Uganda","Kiboga","3","3","3",0.4202,0.423,0.4258,"Optimistic"
"Africa","UGA","Uganda","Kibuku","5.1","5","5",0.361,0.3631,0.3653,"Optimistic"
"Africa","UGA","Uganda","Kiryandongo","5.2","5.2","5.2",0.3338,0.3359,0.338,"Optimistic"
"Africa","UGA","Uganda","Kisoro","3.1","3","2.9",0.4344,0.4456,0.4568,"Optimistic"
"Africa","UGA","Uganda","Kitgum","5.8","5.8","5.7",0.3223,0.3238,0.3252,"Optimistic"
"Africa","UGA","Uganda","Koboko","4.9","4.9","4.9",0.4075,0.4105,0.4136,"Optimistic"
"Africa","UGA","Uganda","Kole","1.8","1.8","1.8",0.3264,0.3278,0.3292,"Optimistic"
"Africa","UGA","Uganda","Kotido","6.2","6.2","6.2",0.3157,0.3171,0.3185,"Optimistic"
"Africa","UGA","Uganda","Kumi","5.5","5.5","5.4",0.3549,0.357,0.3591,"Optimistic"
"Africa","UGA","Uganda","Kween","4","3.9","3.9",0.4051,0.4083,0.4115,"Optimistic"
"Africa","UGA","Uganda","Kyankwanzi","3","3","3",0.4092,0.4116,0.414,"Optimistic"
"Africa","UGA","Uganda","Kyegegwa","4.5","4.5","4.4",0.3736,0.3758,0.378,"Optimistic"
"Africa","UGA","Uganda","Kyenjojo","4.6","4.6","4.5",0.3681,0.3703,0.3725,"Optimistic"
"Africa","UGA","Uganda","Lamwo","0","0","0",0.3073,0.3092,0.3111,"Optimistic"
"Africa","UGA","Uganda","Lira","4.9","4.9","4.9",0.3497,0.3518,0.3539,"Optimistic"
"Africa","UGA","Uganda","Luuka","4.5","4.5","4.5",0.3801,0.3824,0.3847,"Optimistic"
"Africa","UGA","Uganda","Luwero","3.3","3.3","3.3",0.3965,0.3988,0.4012,"Optimistic"
