"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","scenario"
"Africa","TZA","Tanzania","Mtwara","11.59","11.87","12.17","Central"
"Africa","TZA","Tanzania","Mwanza","11.91","12.3","12.72","Central"
"Africa","TZA","Tanzania","Njombe","10.68","11","11.34","Central"
"Africa","TZA","Tanzania","Pwani","11.68","12.04","12.42","Central"
"Africa","TZA","Tanzania","Rukwa","10.83","11.13","11.44","Central"
"Africa","TZA","Tanzania","Ruvuma","11.63","11.91","12.2","Central"
"Africa","TZA","Tanzania","Shinyanga","12.04","12.43","12.85","Central"
"Africa","TZA","Tanzania","Simiyu","11.56","12","12.48","Central"
"Africa","TZA","Tanzania","Singida","13","13.46","13.95","Central"
"Africa","TZA","Tanzania","Tabora","12.95","13.3","13.67","Central"
"Africa","TZA","Tanzania","Tanga","12.43","12.78","13.14","Central"
"Africa","UGA","Uganda","Abim","25.65","25.83","26.01","Central"
"Africa","UGA","Uganda","Adjumani","16.13","16.37","16.63","Central"
"Africa","UGA","Uganda","Agago","24.87","25.04","25.21","Central"
"Africa","UGA","Uganda","Alebtong","19.38","19.52","19.67","Central"
"Africa","UGA","Uganda","Amolatar","18.57","18.72","18.87","Central"
"Africa","UGA","Uganda","Amudat","19.16","19.35","19.54","Central"
"Africa","UGA","Uganda","Amuria","23.53","23.71","23.9","Central"
"Africa","UGA","Uganda","Amuru","22.25","22.43","22.61","Central"
"Africa","UGA","Uganda","Apac","22.47","22.62","22.76","Central"
"Africa","UGA","Uganda","Arua","15.32","15.58","15.84","Central"
"Africa","UGA","Uganda","Budaka","19.36","19.6","19.85","Central"
"Africa","UGA","Uganda","Bududa","16.33","16.58","16.83","Central"
"Africa","UGA","Uganda","Bugiri","22.36","22.52","22.69","Central"
"Africa","UGA","Uganda","Buhweju","11.41","11.71","12.03","Central"
"Africa","UGA","Uganda","Buikwe","14.12","14.33","14.54","Central"
"Africa","UGA","Uganda","Bukedea","19.98","20.17","20.38","Central"
"Africa","UGA","Uganda","Bukomansimbi","13.28","13.53","13.8","Central"
"Africa","UGA","Uganda","Bukwo","13.04","13.37","13.71","Central"
"Africa","UGA","Uganda","Bulambuli","16.5","16.74","16.99","Central"
"Africa","UGA","Uganda","Buliisa","18.33","18.56","18.8","Central"
"Africa","UGA","Uganda","Bundibugyo","14.46","14.78","15.11","Central"
"Africa","UGA","Uganda","Bushenyi","12.63","12.93","13.24","Central"
"Africa","UGA","Uganda","Busia","23.64","23.82","24.01","Central"
"Africa","UGA","Uganda","Butaleja","19.75","19.96","20.16","Central"
"Africa","UGA","Uganda","Butambala","12.46","12.76","13.08","Central"
"Africa","UGA","Uganda","Buvuma","17.93","18.09","18.24","Central"
"Africa","UGA","Uganda","Buyende","18.58","18.77","18.95","Central"
"Africa","UGA","Uganda","Dokolo","18.83","18.98","19.13","Central"
"Africa","UGA","Uganda","Gomba","13.14","13.42","13.7","Central"
"Africa","UGA","Uganda","Gulu","22.71","22.88","23.06","Central"
"Africa","UGA","Uganda","Hoima","16.25","16.49","16.75","Central"
"Africa","UGA","Uganda","Ibanda","12.2","12.49","12.79","Central"
"Africa","UGA","Uganda","Iganga","20.6","20.76","20.92","Central"
"Africa","UGA","Uganda","Isingiro","11.39","11.69","12.01","Central"
"Africa","UGA","Uganda","Jinja","16.8","17.01","17.23","Central"
"Africa","UGA","Uganda","Kaabong","20.31","20.48","20.66","Central"
"Africa","UGA","Uganda","Kabale","8.05","8.5","9.01","Central"
"Africa","UGA","Uganda","Kabarole","14.17","14.54","14.92","Central"
"Africa","UGA","Uganda","Kaberamaido","20.23","20.43","20.63","Central"
"Africa","UGA","Uganda","Kagadi","15.55","15.8","16.06","Central"
"Africa","UGA","Uganda","Kakumiro","16.03","16.28","16.54","Central"
"Africa","UGA","Uganda","Kalangala","13.14","13.41","13.7","Central"
"Africa","UGA","Uganda","Kaliro","19.17","19.35","19.53","Central"
"Africa","UGA","Uganda","Kalungu","12.88","13.19","13.51","Central"
"Africa","UGA","Uganda","Kampala","12.36","12.7","13.06","Central"
"Africa","UGA","Uganda","Kamuli","19.5","19.68","19.86","Central"
"Africa","UGA","Uganda","Kamwenge","14.4","14.72","15.06","Central"
"Africa","UGA","Uganda","Kanungu","12.75","13.06","13.39","Central"
"Africa","UGA","Uganda","Kapchorwa","16.26","16.51","16.76","Central"
"Africa","UGA","Uganda","Kasese","13.42","13.76","14.13","Central"
"Africa","UGA","Uganda","Katakwi","24.65","24.82","24.99","Central"
"Africa","UGA","Uganda","Kayunga","17.15","17.31","17.47","Central"
"Africa","UGA","Uganda","Kibaale","15.51","15.77","16.03","Central"
"Africa","UGA","Uganda","Kiboga","12.33","12.55","12.78","Central"
"Africa","UGA","Uganda","Kibuku","19.64","19.88","20.12","Central"
"Africa","UGA","Uganda","Kiryandongo","21.05","21.22","21.39","Central"
"Africa","UGA","Uganda","Kisoro","8.39","8.84","9.33","Central"
"Africa","UGA","Uganda","Kitgum","23.56","23.72","23.87","Central"
"Africa","UGA","Uganda","Koboko","13.53","13.82","14.13","Central"
"Africa","UGA","Uganda","Kole","22.66","22.81","22.95","Central"
"Africa","UGA","Uganda","Kotido","23.25","23.43","23.61","Central"
"Africa","UGA","Uganda","Kumi","21.03","21.21","21.4","Central"
"Africa","UGA","Uganda","Kween","13.59","13.89","14.2","Central"
"Africa","UGA","Uganda","Kyankwanzi","13.7","13.91","14.13","Central"
"Africa","UGA","Uganda","Kyegegwa","16.17","16.46","16.75","Central"
"Africa","UGA","Uganda","Kyenjojo","14.75","15.04","15.35","Central"
"Africa","UGA","Uganda","Lamwo","22.76","22.93","23.1","Central"
"Africa","UGA","Uganda","Lira","21.25","21.4","21.55","Central"
"Africa","UGA","Uganda","Luuka","20.09","20.26","20.42","Central"
"Africa","UGA","Uganda","Luwero","14.87","15.06","15.27","Central"
"Africa","UGA","Uganda","Lwengo","13.45","13.7","13.96","Central"
"Africa","UGA","Uganda","Lyantonde","14.38","14.66","14.95","Central"
"Africa","UGA","Uganda","Manafwa","16.51","16.75","17","Central"
"Africa","UGA","Uganda","Maracha","13.73","14","14.28","Central"
"Africa","UGA","Uganda","Masaka","12.86","13.17","13.5","Central"
"Africa","UGA","Uganda","Masindi","16.17","16.42","16.67","Central"
"Africa","UGA","Uganda","Mayuge","20.67","20.83","20.99","Central"
"Africa","UGA","Uganda","Mbale","16.6","16.84","17.09","Central"
"Africa","UGA","Uganda","Mbarara","12","12.29","12.59","Central"
"Africa","UGA","Uganda","Mitooma","12.98","13.23","13.49","Central"
"Africa","UGA","Uganda","Mityana","12.06","12.3","12.55","Central"
"Africa","UGA","Uganda","Moroto","20.23","20.4","20.58","Central"
"Africa","UGA","Uganda","Moyo","13.77","14.04","14.32","Central"
"Africa","UGA","Uganda","Mpigi","12.44","12.75","13.06","Central"
"Africa","UGA","Uganda","Mubende","13.31","13.55","13.8","Central"
"Africa","UGA","Uganda","Mukono","13.68","13.89","14.11","Central"
"Africa","UGA","Uganda","Nakapiripirit","22.65","22.83","23.03","Central"
"Africa","UGA","Uganda","Nakaseke","14.17","14.38","14.6","Central"
"Africa","UGA","Uganda","Nakasongola","16.42","16.61","16.8","Central"
"Africa","UGA","Uganda","Namayingo","24.4","24.56","24.73","Central"
"Africa","UGA","Uganda","Namutumba","19.77","19.93","20.1","Central"
"Africa","UGA","Uganda","Napak","24.08","24.24","24.41","Central"
"Africa","UGA","Uganda","Nebbi","19.95","20.13","20.3","Central"
"Africa","UGA","Uganda","Ngora","20.32","20.52","20.72","Central"
"Africa","UGA","Uganda","Ntoroko","13.52","13.87","14.23","Central"
"Africa","UGA","Uganda","Ntungamo","11.41","11.71","12.03","Central"
"Africa","UGA","Uganda","Nwoya","24.19","24.35","24.52","Central"
"Africa","UGA","Uganda","Omoro","25.16","25.33","25.51","Central"
"Africa","UGA","Uganda","Otuke","22.08","22.24","22.4","Central"
"Africa","UGA","Uganda","Oyam","23.9","24.06","24.22","Central"
"Africa","UGA","Uganda","Pader","24.77","24.94","25.11","Central"
"Africa","UGA","Uganda","Pallisa","19.25","19.49","19.74","Central"
"Africa","UGA","Uganda","Rakai","13.12","13.4","13.68","Central"
"Africa","UGA","Uganda","Rubanda","7.41","8.04","8.79","Central"
"Africa","UGA","Uganda","Rubirizi","12.53","12.83","13.15","Central"
"Africa","UGA","Uganda","Rukungiri","12.79","13.1","13.43","Central"
"Africa","UGA","Uganda","Serere","19.04","19.29","19.54","Central"
"Africa","UGA","Uganda","Sheema","12.2","12.5","12.8","Central"
"Africa","UGA","Uganda","Sironko","16.39","16.63","16.89","Central"
"Africa","UGA","Uganda","Soroti","20.69","20.88","21.06","Central"
"Africa","UGA","Uganda","Ssembabule","14.6","14.84","15.09","Central"
"Africa","UGA","Uganda","Tororo","19.93","20.13","20.34","Central"
"Africa","UGA","Uganda","Wakiso","12.48","12.78","13.1","Central"
"Africa","UGA","Uganda","Yumbe","13.96","14.22","14.5","Central"
"Africa","UGA","Uganda","Zombo","20.09","20.26","20.44","Central"
"Africa","ZAF","South Africa","Gauteng","12.73","14.05","15.68","Central"
"Africa","ZAF","South Africa","KwaZulu-Natal","12.74","14.07","15.7","Central"
"Africa","ZAF","South Africa","Limpopo","12.77","14.1","15.74","Central"
"Africa","ZAF","South Africa","Mpumalanga","12.77","14.1","15.73","Central"
"Africa","ZAF","South Africa","North West","12.79","14.13","15.78","Central"
"Africa","ZMB","Zambia","Central","11.59","11.81","12.04","Central"
"Africa","ZMB","Zambia","Copperbelt","14.39","14.61","14.84","Central"
"Africa","ZMB","Zambia","Eastern","9.32","9.55","9.79","Central"
"Africa","ZMB","Zambia","Luapula","18.78","18.99","19.21","Central"
"Africa","ZMB","Zambia","Lusaka","10.45","10.78","11.13","Central"
"Africa","ZMB","Zambia","Muchinga","11.31","11.52","11.73","Central"
"Africa","ZMB","Zambia","North-Western","15.83","15.96","16.09","Central"
"Africa","ZMB","Zambia","Northern","15.81","16.06","16.31","Central"
"Africa","ZMB","Zambia","Southern","10.38","10.75","11.15","Central"
"Africa","ZMB","Zambia","Western","15.14","15.38","15.62","Central"
"Africa","ZWE","Zimbabwe","Bulawayo","32.59","37.45","44.03","Central"
"Africa","ZWE","Zimbabwe","Harare","45.46","55.84","60+","Central"
"Africa","ZWE","Zimbabwe","Manicaland","42.53","48.09","55.32","Central"
"Africa","ZWE","Zimbabwe","Mashonaland Central","36.67","41.36","47.42","Central"
"Africa","ZWE","Zimbabwe","Mashonaland East","47.13","55.29","60+","Central"
"Africa","ZWE","Zimbabwe","Mashonaland West","56.62","60+","60+","Central"
"Africa","ZWE","Zimbabwe","Masvingo","46.27","55.09","60+","Central"
"Africa","ZWE","Zimbabwe","Matabeleland North","35.26","40.18","46.69","Central"
"Africa","ZWE","Zimbabwe","Matabeleland South","33.71","38.35","44.47","Central"
"Africa","ZWE","Zimbabwe","Midlands","40.46","47.35","57.06","Central"
